analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_mbtags,artist_mbtags_count,artist_name,artist_playmeid,artist_terms,artist_terms_freq,artist_terms_weight,audio_md5,bars_confidence,bars_start,beats_confidence,beats_start,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,sections_confidence,sections_start,segments_confidence,segments_loudness_max,segments_loudness_max_time,segments_loudness_start,segments_pitches,segments_start,segments_timbre,similar_artists,song_hotttnesss,song_id,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year
22050,37412,0.7523659740980329,0.44010799685850893,b'ARV1ALU1187FB4D77E',33.6671,"b'Orange County, CA'",-117.76505,b'26cc84a4-a762-406a-b06a-2dc2e72523ce',"(0,)","(0,)",b'Eighteen Visions',4422,"(47,)","(47,)","(47,)",b'cedb88569fe3d56a83a73e5334fdf241',"(93,)","(93,)","(374,)","(374,)",0.0,172.19873,0.415,0.0,6,0.274,-4.806,1,0.466,b'Eighteen Visions',310421,"(9,)","(9,)","(490,)","(490,)","(490,)","(490,)","(490, 12)","(490,)","(490, 12)","(100,)",0.6603697057715096,b'SOPYZLU12A8C14193C',170.156,"(748,)","(748,)",131.079,4,0.664,b'Our Darkest Days',3513982,b'TRABLGI128F42B867A',2006
22050,23837,0.5614877762688535,0.33359687747547984,b'ARVZPW91187FB4D73C',,b'',,b'66c03e40-2337-4952-8b27-afcbc68a6e5a',"(0,)","(0,)",b'Baby Huey & The Baby Sitters',-1,"(38,)","(38,)","(38,)",b'e58d756b9545e74050c4c74cc432f49f',"(637,)","(637,)","(637,)","(637,)",0.0,288.36526,0.543,0.0,2,0.634,-10.895,0,0.609,b'The Baby Huey Story: The Living Legend',34603,"(15,)","(15,)","(909,)","(909,)","(909,)","(909,)","(909, 12)","(909,)","(909, 12)","(100,)",0.476248227291196,b'SOVSLSQ12A6D4F8F77',280.729,"(1275,)","(1275,)",132.973,1,0.0,"b""California Dreamin' (LP Version)""",370487,b'TRABLHU128F1473B67',1971
22050,14703,0.6193668554590288,0.4348234314104437,b'ART70HI1187B9A37BC',32.20703,"b'Richland, MS'",-90.14988,b'6fbd2cfb-5f9c-497c-8e06-3c6668367681',"(4,)","(4,)",b'Elmore James',18899,"(45,)","(45,)","(45,)",b'464f2e0878f112429ccae08e6487056f',"(99,)","(99,)","(305,)","(305,)",0.0,191.13751,0.266,0.0,0,0.707,-10.862,1,0.339,b'Dark And Dreary',588884,"(10,)","(10,)","(659,)","(659,)","(659,)","(659,)","(659, 12)","(659,)","(659, 12)","(100,)",,b'SOOBPLB12AB018ABBA',185.696,"(610,)","(610,)",97.03,3,1.0,b'Dumb Woman Blues',6531517,b'TRABLIM12903CCED5D',0
22050,537971,0.4945870774232017,0.3071077698125448,b'ARCICZN11EB9C810B3',27.9758,b'Florida',-81.54106,b'',"(0,)","(0,)",b'Rising Lion',-1,"(18,)","(18,)","(18,)",b'cf6f69977bdf30df82640448a363080e',"(100,)","(100,)","(410,)","(410,)",0.0,280.45016,0.0,0.0,7,0.966,-9.513,1,0.778,b'American Dread',722045,"(12,)","(12,)","(1077,)","(1077,)","(1077,)","(1077,)","(1077, 12)","(1077,)","(1077, 12)","(100,)",,b'SOKAYCT12AB018ACE9',271.163,"(820,)","(820,)",88.137,4,0.109,b'Letting You Back In',8004026,b'TRABLJH12903CD14F8',0
22050,32056,0.7390474237450853,0.5416025025152893,b'ARW9QSZ1187FB4B93E',,"b'Liverpool, England'",,b'42a8f507-8412-4611-854f-926571049fa0',"(9,)","(9,)",b'George Harrison',2054,"(26,)","(26,)","(26,)",b'2b42561c18cbb8946b89ef4abfc90a58',"(191,)","(191,)","(766,)","(766,)",0.0,359.73179,2.084,0.0,6,0.266,-7.301,0,0.39,b'All Things Must Pass',167972,"(12,)","(12,)","(1076,)","(1076,)","(1076,)","(1076,)","(1076, 12)","(1076,)","(1076, 12)","(100,)",,b'SODQWRC12A8C13D19B',333.456,"(1531,)","(1531,)",133.383,4,0.0,b'Hear Me Lord (2001 Digital Remaster)',1775856,b'TRABLLK128F428FFAF',0
22050,7516,0.83088464214821,0.7761677423241047,b'AR633SY1187B9AC3B9',,b'',,b'6fe07aa5-fec0-4eca-a456-f29bff451b04',"(10,)","(10,)",b'Weezer',-1,"(20,)","(20,)","(20,)",b'3d1bbfe0575d43a66a3c3f67dc0432a4',"(103,)","(103,)","(415,)","(415,)",0.0,180.97587,2.635,0.0,2,0.63,-3.637,1,0.63,b'The Green Album',15588,"(8,)","(8,)","(477,)","(477,)","(477,)","(477,)","(477, 12)","(477,)","(477, 12)","(100,)",0.7847122657964972,b'SOHSGTX12A67020685',172.054,"(829,)","(829,)",142.68,4,0.591,"b""Don't Let Go""",163888,b'TRABLMN128E0792687',2001
22050,493710,0.41578460769961484,0.30790209386949613,b'ARDQO721187FB3C6D9',,b'',,b'2ba29f11-6321-451f-934d-3f63b3930ce3',"(0,)","(0,)",b'Rodney O & Joe Cooley',-1,"(20,)","(20,)","(20,)",b'4254ef5583d586f5278316b50d3d6024',"(96,)","(96,)","(388,)","(388,)",0.0,217.41669,0.147,0.0,1,0.329,-7.041,1,0.249,b'Greatest Hits',662089,"(12,)","(12,)","(958,)","(958,)","(958,)","(958,)","(958, 12)","(958,)","(958, 12)","(100,)",0.45193455272289035,b'SOARVHI12AB018C588',214.367,"(775,)","(775,)",107.185,4,1.0,"b""U Don't Hear Me Tho' (Street Mix)""",7338153,b'TRABLND12903CA653B',1993
22050,34416,0.5448354309231243,0.33186355680198415,b'ARUF71J1187FB511C1',37.08571,"b'Paducah, KY'",-88.59583,b'7b10ba94-21c3-4abb-802c-fe4984817504',"(1,)","(1,)",b'Boots Randolph',10167,"(33,)","(33,)","(33,)",b'18073ae250cb26ce393e15428d750340',"(77,)","(77,)","(238,)","(238,)",0.0,150.20363,2.426,0.0,0,0.826,-11.927,1,0.672,"b""Boots Randolph's Yakety Sax!""",285677,"(7,)","(7,)","(337,)","(337,)","(337,)","(337,)","(337, 12)","(337,)","(337, 12)","(100,)",0.37598430150044215,b'SOQLNGZ12A8C1314E8',144.126,"(476,)","(476,)",101.485,3,1.0,b'Lonely Street',3195344,b'TRABLOM128F426BE8A',1963
22050,257325,0.5749843939258663,0.31701649456707315,b'AREP8KM1187B9A3A7B',,b'',,b'25c7930a-499d-460f-a26b-7baaf3460d2c',"(0,)","(0,)",b'Jackson United',-1,"(23,)","(23,)","(23,)",b'742f6672f45fe4acdd4b4e4d00848b68',"(76,)","(76,)","(306,)","(306,)",0.0,204.93016,0.305,0.0,11,0.378,-4.941,1,0.598,b'Harmony And Dissidence',328589,"(6,)","(6,)","(706,)","(706,)","(706,)","(706,)","(706, 12)","(706,)","(706, 12)","(100,)",0.4454545254934259,b'SOUOYDQ12AB017EFFC',195.141,"(1224,)","(1224,)",90.636,4,0.0,b'Undertow',3696624,b'TRABLQE128F92E5E75',2008
22050,325415,0.2247878707736807,0.24305321023723342,b'ARD88QA119B3403A02',,b'',,b'334e6c0e-b7dd-4734-8bcc-97ec756df95d',"(0,)","(0,)",b'The Cosmosamatics',-1,"(41,)","(41,)","(41,)",b'564096cba125e10393fb4b74f6375cf3',"(74,)","(74,)","(532,)","(532,)",0.0,515.97016,0.102,0.0,8,0.334,-13.103,1,0.478,b'Zetrons',436788,"(12,)","(12,)","(1653,)","(1653,)","(1653,)","(1653,)","(1653, 12)","(1653,)","(1653, 12)","(100,)",,b'SONPXHA12AB017D876',495.537,"(1597,)","(1597,)",61.487,5,0.92,b'12 Seasons of Love',4867605,b'TRABLRO128F92EDF9C',0
22050,17872,0.5824605669027118,0.38479890996490645,b'ARQXAUH1187B9BA010',33.90698,"b'Chickasaw County, MS'",-88.95535,b'a5106366-6368-4a02-a580-73a3c02abb2f',"(1,)","(1,)",b'Bobbie Gentry',24396,"(49,)","(49,)","(49,)",b'5cc9d4da61b20c4d0eba50a6996cf86d',"(430,)","(430,)","(430,)","(430,)",0.0,177.57995,0.125,0.0,2,0.724,-13.134,1,0.647,b'The Best of Bobbie Gentry: The Capitol Years',60339,"(11,)","(11,)","(417,)","(417,)","(417,)","(417,)","(417, 12)","(417,)","(417, 12)","(100,)",,b'SONETAK12A6D4FB69A',167.544,"(860,)","(860,)",152.434,1,0.066,b'Courtyard',625436,b'TRABLSO128F14A4707',1968
22050,397261,0.36766770988680636,0.23416989429738028,b'ARLH4CH11C8A4173EC',42.2306,b'Lanciano Italy',14.39059,b'dcbd0596-7d54-48c2-8644-5d21d81d9bac',"(0,)","(0,)",b'Creedence Clearwater Revived',24547,"(43,)","(43,)","(43,)",b'4ba3f79332ff509ec6b840a85ba2811b',"(126,)","(126,)","(506,)","(506,)",0.0,257.59302,0.27,0.0,0,0.575,-9.224,1,0.707,b'The Best Of (featuring Johnny Guitar Williamson)',537517,"(12,)","(12,)","(878,)","(878,)","(878,)","(878,)","(878, 12)","(878,)","(878, 12)","(100,)",0.23957751093749546,b'SOSOMQZ12AB0180900',249.347,"(1011,)","(1011,)",121.232,4,0.47,b'Have You Ever Seen The Rain',5945173,b'TRABLTP128F930DC6D',0
22050,31247,0.49490207922921264,0.3341438832906133,b'ARRHVVL1187B991E41',,"b'Vallejo, CA'",,b'8ca2e10a-7a93-4065-aa77-8f277bfb1c84',"(0,)","(0,)",b'The Johnny Otis Orchestra',21516,"(27,)","(27,)","(27,)",b'f5922baf05d7bf85bfc9284404bba21f',"(104,)","(104,)","(319,)","(319,)",0.0,182.15138,0.166,0.0,5,0.858,-20.842,1,0.592,b'Jukebox Hits 1946-1954',161790,"(11,)","(11,)","(556,)","(556,)","(556,)","(556,)","(556, 12)","(556,)","(556, 12)","(100,)",,b'SOUIYTT12A8C137D45',173.447,"(637,)","(637,)",105.268,3,0.861,b'Cry Baby',1712865,b'TRABLTX128F42813FD',0
22050,52071,0.5839898424155631,0.47363666453384023,b'ARCEOW71187B9A5A71',51.50632,"b'London, England'",-0.12714,b'694b1fd8-0ba6-45bb-a359-d8a8fecaee46',"(1,)","(1,)",b'B.A.D.',8757,"(42,)","(42,)","(42,)",b'5fb0459dc3de422fda9a5fa70f48a039',"(38,)","(38,)","(162,)","(162,)",0.0,102.03383,0.45,0.0,0,0.032,-5.653,1,0.262,b'B.A.D. (Be A Devil)',156038,"(4,)","(4,)","(439,)","(439,)","(439,)","(439,)","(439, 12)","(439,)","(439, 12)","(100,)",,b'SOKIXDM12A8C136E04',96.897,"(325,)","(325,)",95.655,4,1.0,b'Interlude',1637233,b'TRABLVP128F426EE4A',0
22050,5510,0.6333136084998439,0.4198609939749071,b'ARHBYTA1187FB3C812',,b'',,b'7fcbcd27-33bc-4c40-bb45-5e3927004fac',"(1,)","(1,)",b'Luar Na Lubre',-1,"(39,)","(39,)","(39,)",b'198106339c26b4735c8a69c59956630c',"(315,)","(315,)","(947,)","(947,)",0.0,251.81995,0.0,0.0,2,0.44,-8.654,0,0.431,b'lo mejor de  Luar na Lubre',113380,"(11,)","(11,)","(959,)","(959,)","(959,)","(959,)","(959, 12)","(959,)","(959, 12)","(100,)",0.40003965695463956,b'SOPJIAU12A8C13DF3A',238.51,"(1895,)","(1895,)",229.913,3,0.493,b'Terra',1170233,b'TRABLYQ128F429A9F8',2001
22050,465611,0.501246444346129,0.35482563880973644,b'ARX0IEI1187FB4FF4B',60.3907,"b'Bergen, Norway'",5.33275,b'9c08ed02-3e49-4471-bcb4-3a2b1230483d',"(0,)","(0,)",b'Circular',-1,"(25,)","(25,)","(25,)",b'74ba7ecafdf13164f4f9701ef91d005c',"(62,)","(62,)","(62,)","(62,)",0.0,59.89832,0.0,0.0,1,0.705,-27.806,1,0.694,b'Divergent',712458,"(4,)","(4,)","(134,)","(134,)","(134,)","(134,)","(134, 12)","(134,)","(134, 12)","(100,)",0.2884816426560289,b'SOMMMJG12AB0188A1C',59.898,"(186,)","(186,)",75.127,1,0.909,b'Mother',7903272,b'TRABMBK12903CB8E0A',0
22050,36761,0.5337244769394693,0.3707476836905326,b'ARHEQ501187FB4F898',,b'',,b'ee0552e7-de2b-4fc2-8739-9c33a905c3e7',"(0,)","(0,)",b'Fruko Y Sus Tesos',-1,"(25,)","(25,)","(25,)",b'8857e233a849d93d025ba984a65321d6',"(114,)","(114,)","(459,)","(459,)",0.0,261.90322,0.212,0.0,10,0.098,-6.206,0,0.243,b'Soy Como Soy',230945,"(10,)","(10,)","(1248,)","(1248,)","(1248,)","(1248,)","(1248, 12)","(1248,)","(1248, 12)","(100,)",0.6971815422849269,b'SOWCGOU12A81C2194D',257.62,"(1838,)","(1838,)",106.769,4,1.0,b'A La Memoria Del Muerto',2531111,b'TRABMDN128F4222B61',2004
22050,19354,0.5638459847801999,0.34454060084591037,b'AR19GQN1187FB3ACF5',40.71455,"b'New York, NY'",-74.00712,b'24db1a43-a59f-4015-ae37-d52f1907c8f7',"(1,)","(1,)",b'The Bucketheads',125993,"(26,)","(26,)","(26,)",b'76a3f6410e6c5be05f1ef73d39ddd313',"(146,)","(146,)","(736,)","(736,)",0.0,365.71383,0.0,0.0,9,0.457,-14.979,1,0.37,b'All In The Mind',28356,"(12,)","(12,)","(1797,)","(1797,)","(1797,)","(1797,)","(1797, 12)","(1797,)","(1797, 12)","(100,)",0.37598430150044215,b'SOAQFIX12A6D4F8A72',360.124,"(1472,)","(1472,)",120.876,5,1.0,"b""Sayin' Dope""",311148,b'TRABMDW128F14682DD',1995
22050,1480,0.7903679087935053,0.6426559611248466,b'ARIPLUN1187B99B9F9',,"b'London, England'",,b'9e0e2b01-41db-4008-bd8b-988977d6019a',"(9,)","(9,)",b'The Police',-1,"(11,)","(11,)","(11,)",b'ac7bf7333e8e96c4b443a9ecd152ee9e',"(109,)","(109,)","(442,)","(442,)",0.0,216.42404,0.0,0.0,7,0.335,-10.45,1,0.505,b'Zenyatta Mondatta',36072,"(8,)","(8,)","(850,)","(850,)","(850,)","(850,)","(850, 12)","(850,)","(850, 12)","(100,)",,b'SOSHODS12A6D4F79BC',207.11,"(883,)","(883,)",123.657,4,0.299,"b""When The World Is Running Down_ You Make The Best Of What's Still Around""",385776,b'TRABMFI128F1476F9F',0
22050,6036,0.7396843345988899,0.5535962334348039,b'ARM9Q581187B98E984',25.7167,"b'Monterrey, Nuevo Le\xc3\xb3n, M\xc3\xa9xico'",-103.2833,b'21042d7e-4622-45f0-b1a0-a6dfa458a2e3',"(0,)","(0,)",b'Kinky',-1,"(42,)","(42,)","(42,)",b'cf838fcc92e901082a3a4f9bc34148bf',"(60,)","(60,)","(244,)","(244,)",0.0,101.14567,0.0,0.0,7,0.0,-4.179,1,0.168,b'The Simple Life: Campfire Songs',627736,"(7,)","(7,)","(412,)","(412,)","(412,)","(412,)","(412, 12)","(412,)","(412, 12)","(100,)",0.23784594307140036,b'SOMVEML12A8C13473F',94.668,"(488,)","(488,)",144.954,4,0.0,b'My Bonnie Lies Over the Ocean',6967778,b'TRABMJH128F931DF5D',0
22050,136839,0.48489313119554395,0.3448719221712127,b'AR3752L1187FB4B67E',,b'',,b'76f18c18-58df-47f9-9274-d3368d25129a',"(3,)","(3,)",b'The Real Kids',144545,"(28,)","(28,)","(28,)",b'c4030bbc08c3667974bd6afab48e52f4',"(135,)","(135,)","(544,)","(544,)",0.0,222.11873,0.0,0.0,11,0.181,-8.471,1,0.652,"b""Senseless: Live At Cantone's_ 1982""",180481,"(11,)","(11,)","(562,)","(562,)","(562,)","(562,)","(562, 12)","(562,)","(562, 12)","(100,)",0.4922998611335412,b'SOLHMFG12A81C21E88',215.568,"(1088,)","(1088,)",147.661,4,0.179,b'Now You Know',1951526,b'TRABMKI128F422E0BE',1996
22050,19148,0.45312517862982354,0.34940935073353896,b'ARR8AIK1187B9A0BCE',34.30138,"b'Stovall, MS'",-90.64208,b'8766468c-9a0f-41e2-8466-601d94d5098e',"(0,)","(0,)",b'Eddie Boyd',27740,"(21,)","(21,)","(21,)",b'd720e4045e9dce640d3d757bd9789abd',"(279,)","(279,)","(279,)","(279,)",0.0,203.36281,0.0,0.0,2,0.397,-14.688,1,0.456,b'Live In Switzerland',372927,"(5,)","(5,)","(712,)","(712,)","(712,)","(712,)","(712, 12)","(712,)","(712, 12)","(100,)",,b'SORNGOF12A8C144013',200.092,"(838,)","(838,)",84.224,1,0.141,"b""I'm Sitting Here Waiting""",4151934,b'TRABMKR128F92CC02B',0
22050,147487,0.26212937455024987,0.17595573819438626,b'ARIFTCD11F4C84086D',,b'',,b'',"(0,)","(0,)",b'Tha Chamba',81368,"(10,)","(10,)","(10,)",b'c754b263e01cda721b94a137f924abb6',"(199,)","(199,)","(801,)","(801,)",0.0,281.75628,0.239,0.0,8,0.531,-6.816,0,0.502,"b""Don't Sleep""",195122,"(9,)","(9,)","(1280,)","(1280,)","(1280,)","(1280,)","(1280, 12)","(1280,)","(1280, 12)","(100,)",0.1927269163448934,b'SOXIPMV12A8C135AB0',268.864,"(1601,)","(1601,)",172.287,4,0.479,b'Korrupted - Remix',2122881,b'TRABMRC128F424A707',0
22050,537724,0.49199116368977047,0.23462531427645575,b'AR6BIWA1187B9ABAE8',,b'',,b'76b143c3-87b9-4a1e-9e31-94ad58c2589d',"(0,)","(0,)",b'Jack Orsen & Taktlo$$',-1,"(8,)","(8,)","(8,)",b'98da83a8782b9ea62f29aedc525ddc6e',"(139,)","(139,)","(559,)","(559,)",0.0,200.51546,0.0,0.0,10,0.216,-6.609,1,0.292,b'Direkt Aus Dem Knast (Du Spast)',721801,"(10,)","(10,)","(899,)","(899,)","(899,)","(899,)","(899, 12)","(899,)","(899, 12)","(100,)",,b'SOYBTTM12AB01899E8',200.515,"(1118,)","(1118,)",167.902,4,0.918,b'Sex Objekt',8001548,b'TRABMRL12903CD0B4A',0
22050,500627,0.44639447907471186,0.0,b'ARYWU5F1187B9A77BE',,b'',,b'5fc292a9-1d39-440c-9041-27e35dde477f',"(0,)","(0,)",b'Olov Johansson_ Catriona Mckay',-1,"(14,)","(14,)","(14,)",b'162be76d61aa0927ada8e8c05a255d82',"(142,)","(142,)","(571,)","(571,)",0.0,469.68118,3.663,0.0,7,0.436,-14.217,1,0.944,b'Foogy',492520,"(13,)","(13,)","(1626,)","(1626,)","(1626,)","(1626,)","(1626, 12)","(1626,)","(1626, 12)","(100,)",,b'SOUDYEW12AB0183E5C',458.797,"(2282,)","(2282,)",74.046,4,0.394,b'Rain / Ekoln',5455185,b'TRABMXM128F930C6D2',0
22050,87883,0.5479382412040086,0.37479121926418446,b'AR37ILI1187B98E27B',,"b'London, England'",,b'748161b8-ec62-4423-b6f1-3a8026190ebb',"(2,)","(2,)",b'Shriekback',-1,"(47,)","(47,)","(47,)",b'a02690fa8233bffbb8132f0cf06b7fee',"(188,)","(188,)","(188,)","(188,)",0.0,113.60608,0.223,0.0,2,0.57,-11.661,1,0.48,b'Cormorant',221012,"(7,)","(7,)","(418,)","(418,)","(418,)","(418,)","(418, 12)","(418,)","(418, 12)","(100,)",0.23979456027401197,b'SOBXYZM12A8C140450',110.022,"(565,)","(565,)",100.15,1,0.305,b'Reason With The Beast',2413090,b'TRABMYD128F428BD38',2005
22050,10260,0.8327574313141051,0.5463837481981597,b'ARPKATM1187B9B76E6',41.30711,"b'New Haven, CT'",-72.92496,b'40b7efb7-1268-4a80-b354-600afdcbe9e2',"(0,)","(0,)",b'Hatebreed',5094,"(17,)","(17,)","(17,)",b'a02f92fc4abe88d79c4f5d247fe7537c',"(46,)","(46,)","(187,)","(187,)",0.0,136.95955,0.09,0.0,0,0.452,-3.806,0,0.499,b'Supremacy',141769,"(6,)","(6,)","(449,)","(449,)","(449,)","(449,)","(449, 12)","(449,)","(449, 12)","(100,)",0.0,b'SOJISRJ12A8C1323D7',133.341,"(745,)","(745,)",85.771,4,0.687,b'As Diehard As They Come (Album Version)',1476188,b'TRABMZZ128F4249C60',2006
22050,63932,0.4328393673069391,0.3669058527885173,b'ARFZSPU1187B9B5BA9',,b'',,b'95ac1574-7e50-49cd-95be-5f33e118d00e',"(1,)","(1,)",b'John Frizzell',-1,"(28,)","(28,)","(28,)",b'73a32365556bb41fe9b013e2c2e455d8',"(113,)","(113,)","(454,)","(454,)",0.0,133.19791,3.048,0.0,10,0.028,-23.685,0,0.369,b'Ghost Ship',286870,"(7,)","(7,)","(250,)","(250,)","(250,)","(250,)","(250, 12)","(250,)","(250, 12)","(100,)",,b'SOXTTCW12A8C1331EF',119.867,"(454,)","(454,)",210.898,4,0.31,b'No Unexpected Guests',3211983,b'TRABNBD128F426FA88',2002
22050,15229,0.7310657557108706,0.5098787078527026,b'AREPD8D1187FB3F5BC',,"b'Gainesville, FL'",,b'3b141e34-8c02-4074-b68a-7d64e3212acd',"(0,)","(0,)",b'Sister Hazel',-1,"(45,)","(45,)","(45,)",b'c6fcbf533c29b1c8d1f879fc51d3d8ba',"(108,)","(108,)","(436,)","(436,)",0.0,195.36934,0.107,0.0,5,0.809,-6.481,1,0.733,b'Release',555552,"(6,)","(6,)","(664,)","(664,)","(664,)","(664,)","(664, 12)","(664,)","(664, 12)","(100,)",0.6030301447935913,b'SOKMFTY12AB0183216',184.941,"(872,)","(872,)",140.259,4,0.019,b'Walls And Cannonballs (Album)',6141964,b'TRABNDD128F933D3C7',2010
22050,1374,0.675766803468786,0.4354688988157254,b'AR93D4D1187FB3ACAD',35.472,"b'Oklahoma City, OK'",-97.52033,b'4b0be624-6b87-47e8-bbf0-588a2c6c0439',"(2,)","(2,)",b'J.J. Cale',5826,"(47,)","(47,)","(47,)",b'd9f9e6cc16f41ae91ba6bb7b052a45a3',"(445,)","(445,)","(445,)","(445,)",0.0,202.94485,0.264,0.0,6,0.407,-18.863,0,0.411,b'#8',22096,"(12,)","(12,)","(797,)","(797,)","(797,)","(797,)","(797, 12)","(797,)","(797, 12)","(100,)",,b'SONUYNP12C41E0741F',194.502,"(891,)","(891,)",133.398,1,0.0,b'Trouble In The City',228504,b'TRABNET128F14560AC',1983
22050,358794,0.46299609437200084,0.32939194916225606,b'AR858UO1187FB437B4',35.21962,b'North Carolina',-80.01955,b'ab158e6b-067e-447b-989c-136552c6a39c',"(0,)","(0,)",b'Precious Bryant',52164,"(26,)","(26,)","(26,)",b'19c1bdcf3f54ad906b4a9e0d565d4463',"(72,)","(72,)","(293,)","(293,)",0.0,193.72363,0.763,0.0,4,0.489,-9.131,1,0.487,b'The Truth',484857,"(10,)","(10,)","(751,)","(751,)","(751,)","(751,)","(751, 12)","(751,)","(751, 12)","(100,)",0.24152448241652583,b'SOSOQET12AB0181A68',185.707,"(586,)","(586,)",91.538,4,1.0,b'Dark Angel',5376696,b'TRABNEV128F92F9F62',2005
22050,1246,0.8457688664485438,0.7888059351620142,b'ARF2EHS1187B994F4E',36.16778,"b'Nashville, Tennessee'",-86.77836,b'6ffb8ea9-2370-44d8-b678-e9237bbd347b',"(10,)","(10,)",b'Kings Of Leon',1858,"(23,)","(23,)","(23,)",b'ae675b66cbf95eac7d7ea49d67135875',"(217,)","(217,)","(873,)","(873,)",0.0,466.65098,0.0,0.0,9,0.0,-7.714,1,0.0,b'Sex On Fire',315023,"(21,)","(21,)","(1219,)","(1219,)","(1219,)","(1219,)","(1219, 12)","(1219,)","(1219, 12)","(100,)",,b'SOCOICY12A8C140D18',462.222,"(1747,)","(1747,)",114.73,4,0.572,b'Knocked Up',3567668,b'TRABNEX128F92C9DEA',2007
22050,2385,0.7483207030670265,0.5458659170701919,b'AROF4LP1187FB41C51',31.1689,b'Texas',-100.07715,b'04b97d63-b900-4e2e-92dc-a4331ddc95a6',"(0,)","(0,)",b'Selena',1411,"(15,)","(15,)","(15,)",b'a1b5c9a25195e15ba4dcc18bff8a414b',"(686,)","(686,)","(686,)","(686,)",0.0,388.51873,0.195,0.0,9,0.392,-5.68,0,0.369,b'La Leyenda',756949,"(18,)","(18,)","(1394,)","(1394,)","(1394,)","(1394,)","(1394, 12)","(1394,)","(1394, 12)","(100,)",0.0,b'SOVIRCP12AB01891FE',382.235,"(1372,)","(1372,)",106.438,1,0.509,b'Ven Conmigo/Perdoname (Live)',8379660,b'TRABNIP12903CB604F',0
22050,8011,0.7057458180209083,0.3590642959885093,b'AR8LMZM1187B9A8160',,"b'Houston, TX'",,b'99d4a7bd-198c-4561-b87b-0cc162a43669',"(0,)","(0,)",b'Brooke Valentine',5730,"(36,)","(36,)","(36,)",b'40555055e0644a6bfdf542cdba418b21',"(120,)","(120,)","(484,)","(484,)",0.0,261.53751,0.253,0.0,1,0.826,-6.825,1,0.53,b'Chain Letter',151246,"(11,)","(11,)","(1132,)","(1132,)","(1132,)","(1132,)","(1132, 12)","(1132,)","(1132, 12)","(100,)",0.21508031850922793,b'SORCBRS12A8C138350',257.295,"(967,)","(967,)",111.936,4,0.955,b'Taste Of Dis (Explicit Version)',1580324,b'TRABNIQ128F4261298',2005
22050,25654,0.5086362291338029,0.3721191186306522,b'AREUYDJ1187B9BA040',,"b'Hav\xc3\xad\xc5\x99ov, \xc4\x8cesk\xc3\xa1 republika'",,b'ea759c1a-5ee5-4729-9871-7ddd270469d6',"(1,)","(1,)",b'Krystof',8949,"(35,)","(35,)","(35,)",b'14d0a87e4497f2776dcd68dcc629d846',"(97,)","(97,)","(392,)","(392,)",0.0,262.55628,0.396,0.0,2,0.41,-7.499,1,0.449,b'Rubikon',72103,"(8,)","(8,)","(1066,)","(1066,)","(1066,)","(1066,)","(1066, 12)","(1066,)","(1066, 12)","(100,)",0.4574471670851005,b'SOTKKSP12A6BD53D32',251.699,"(1569,)","(1569,)",93.015,4,0.901,b'Prvni vesela',757696,b'TRABNLE128EF34B85D',2006
22050,168703,0.515847654169403,0.35312499004640036,b'ARCP8YG1187B997D72',52.88356,b'UK - England - South East',-1.97406,b'e3f40d48-8f70-4654-9bdf-4a4ce1c95642',"(0,)","(0,)",b'Claire Hamill',-1,"(27,)","(27,)","(27,)",b'3c2f80bedac07eceb54ea31d5475ff9e',"(83,)","(83,)","(338,)","(338,)",0.0,205.42649,0.328,0.0,9,0.789,-10.225,1,0.812,b'Touchpaper',557522,"(10,)","(10,)","(530,)","(530,)","(530,)","(530,)","(530, 12)","(530,)","(530, 12)","(100,)",,b'SOXZUAY12A58A7B63C',193.921,"(677,)","(677,)",101.662,4,0.618,"b""If You'd Only Talk To Me (Bonus Track)""",6165616,b'TRABNNO128F9342FE3',0
22050,975,0.648902582006874,0.4408350067130934,b'ARP07GD1187B9B9DA4',,b'',,b'0ef70a3e-fcd9-4de2-bfc9-a3e5ce99f380',"(0,)","(0,)",b'Los Originales De San Juan',11015,"(15,)","(15,)","(15,)",b'f8230ae631f7ed972a57ba3c4592e327',"(260,)","(260,)","(783,)","(783,)",0.0,263.6273,0.409,0.0,5,0.762,-7.711,1,0.548,b'Perro Malagradecido',156712,"(14,)","(14,)","(1102,)","(1102,)","(1102,)","(1102,)","(1102, 12)","(1102,)","(1102, 12)","(100,)",,b'SOCMIYJ12A8C1384E3',257.051,"(1566,)","(1566,)",179.502,3,0.685,b'Librado Maldonado',1647187,b'TRABNQN128F4271546',0
